,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
111,ENSG00000228262,38.8529384086589,-2.04310787141791,0.52975642428262,-5.59826605191478,2.16506316024379e-08,0.000190644636575267
112,ENSG00000228697,44.6024391727824,-1.21631093043862,0.511901433595889,-3.96384048369687,7.37535449453441e-05,0.0166522266670827
113,ENSG00000229052,21.1950946531178,-1.27958372887583,0.517939617000638,-3.63849072722818,0.000274240500344226,0.0307620984175934
114,ENSG00000229140,75.0224550405588,-1.96008025854935,0.521106403514732,-4.22492896916518,2.39016154905709e-05,0.00940648751853177
115,ENSG00000230947,23.6224229644562,-1.72000594922084,0.52905178883274,-4.35115399712032,1.35422893461572e-05,0.00781223438707174
116,ENSG00000231881,37.0859835878115,-1.84647064755424,0.529647305301945,-4.74228178796575,2.11324400828174e-06,0.00446941037847551
117,ENSG00000231896,10.4514506091711,-1.22260096807038,0.509006196447527,-4.17648798212716,2.96044375790736e-05,0.0110928457490439
118,ENSG00000232044,10.4635316329582,-1.6828152932754,0.527609969105828,-3.53766246290068,0.000403685752837698,0.038534905879
119,ENSG00000232046,38.7716458581902,-1.58539112798068,0.528552716922825,-3.95178219902452,7.75713261140255e-05,0.0168655385702976
120,ENSG00000232940,64.2698975887147,-2.0821908794359,0.506644491115313,-4.40911444086599,1.03794169079402e-05,0.00693360243322064
121,ENSG00000233330,32.3371554320679,-1.18026508292709,0.511404225761636,-3.64811268270489,0.000264173778351999,0.0299614262785921
122,ENSG00000234380,18.0098886459588,-1.58775531724227,0.52970736559424,-3.58928877795052,0.000331581370493146,0.0346057826170245
123,ENSG00000234707,22.9931554565544,-1.69617953675593,0.529033677617799,-3.74131039954852,0.000183063256698341,0.0249572147695376
124,ENSG00000234840,75.166927601606,-1.3556827526965,0.522039944834781,-3.75268352492943,0.000174951663999034,0.0249378511821027
125,ENSG00000234889,24.478203770903,-1.40713391429621,0.52111594108091,-4.09800930197727,4.16718538573801e-05,0.0136893183805702
126,ENSG00000235158,7.30850875080588,-1.08860029734534,0.502092898398791,-3.48532776178916,0.000491534553702554,0.0411998662831869
127,ENSG00000235314,25.3570693666562,-1.59040609958476,0.529468107628923,-3.48883914268809,0.00048512298776759,0.0408779949166269
128,ENSG00000235931,10.7771089070827,-1.69538062859452,0.529047862223779,-3.67899044324514,0.000234159041357517,0.0294708286468496
129,ENSG00000236048,27.2928410437581,-1.09115991468683,0.503206063866321,-3.7329832323603,0.000189225196010803,0.025245794901108
130,ENSG00000236197,38.6345402166223,-1.14831141964623,0.504873497353614,-4.32393174416662,1.53272735814283e-05,0.00781223438707174
131,ENSG00000236539,20.3851809042454,-1.73083488262286,0.529741428286784,-4.00384702057234,6.23206729496297e-05,0.0157250134175642
132,ENSG00000236653,6.81720897619114,-1.12446486372523,0.505720784058814,-3.48419391850963,0.000493621701536111,0.0411998662831869
133,ENSG00000236790,30.0713772899847,-1.67623682722971,0.526522325657935,-3.56770605348467,0.000360120164911072,0.0362404355671365
134,ENSG00000237489,28.0020751678155,-1.947419310639,0.508815413478838,-4.06741642125637,4.7537249960181e-05,0.0139529751508124
135,ENSG00000237642,16.0050883521081,-1.30673900515602,0.522040057906545,-3.37798877698808,0.000730180606599488,0.0498419017938899
136,ENSG00000237775,24.5816949510885,-1.78937547669236,0.520731840589218,-3.73961137348728,0.000184304975870828,0.0249572147695376
137,ENSG00000237807,69.5350698804649,-1.86713949550692,0.520617380835477,-3.97496018253907,7.03910318085218e-05,0.0165628041056456
138,ENSG00000239254,16.4091504448082,-1.847594833125,0.529119456040178,-4.75134092385128,2.02072098187774e-06,0.00446941037847551
139,ENSG00000239572,55.4231636620618,-2.12057612446164,0.521820437311035,-4.65586152185451,3.22628737972864e-06,0.00446941037847551
140,ENSG00000239649,7.62699531690114,-1.08964243015898,0.501031977313779,-3.50391744707725,0.000458467459192684,0.0397680611876187
141,ENSG00000239922,5.58799189416114,-1.22260440456917,0.512599093651976,-3.45367238395532,0.000553008741340917,0.0430930838219243
142,ENSG00000240045,22.3739870555831,-1.70857106154044,0.527557529752287,-4.66181147571151,3.13438247028838e-06,0.00446941037847551
143,ENSG00000240291,14.2932054446097,-1.67755876679902,0.529282305299248,-3.64692116020793,0.000265401311649559,0.0299614262785921
144,ENSG00000241180,7.47195407513519,-1.24739683202339,0.515052079141168,-3.51715976993868,0.00043619114476904,0.0387967790430685
145,ENSG00000241322,37.4118228431052,-1.69365842664085,0.511721217352438,-3.5142007022327,0.000441079415289886,0.0388392479133509
146,ENSG00000241959,10.0075704755919,-1.05766572260209,0.500456372169452,-3.49118090263015,0.000480890524059252,0.0407161683615744
147,ENSG00000243029,15.1390198272914,-1.17311993552804,0.507608024584622,-3.82817704851904,0.000129095881293366,0.0216524530043568
148,ENSG00000243150,7.57563755655306,-1.58074113328898,0.529358121595585,-3.3841129946143,0.000714086088944236,0.0489662685699166
149,ENSG00000244036,12.5398247832711,-1.44256387585983,0.523023517861715,-3.84886112861406,0.000118668254885247,0.0206917488790503
150,ENSG00000244681,19.5271356518924,-1.93757999185104,0.529303920802664,-4.49997476280795,6.79615306476109e-06,0.00598435258117538
151,ENSG00000246174,30.0311432327705,-1.66046138923483,0.527901259267084,-3.57401905291163,0.000351543332508254,0.0355806300505911
152,ENSG00000246777,12.0601250334446,-1.5562433786773,0.528083078512599,-3.74739459496712,0.000178680882243162,0.0249378511821027
153,ENSG00000249349,22.387876532317,-1.3558215788618,0.518486171339673,-4.07598221312363,4.58205214176334e-05,0.0138642380604462
154,ENSG00000249616,18.3111297054143,-1.43348562148156,0.526026577655286,-3.6272672702346,0.00028643675609773,0.0319268209597286
155,ENSG00000249786,12.2315334601291,-1.42382346556055,0.526804483847252,-3.39228127980123,0.000693132454028954,0.0487470107248994
156,ENSG00000251229,13.6075532226264,-1.26387310290066,0.516852520189084,-3.52912836157821,0.000416930847452032,0.038534905879
157,ENSG00000251249,15.8909460081642,-1.70739840060357,0.529772768632846,-3.9209588123763,8.81973382676582e-05,0.0172582591581303
158,ENSG00000251396,32.1718928983671,-1.82064944582928,0.520664695741461,-3.84001812673686,0.000123025226343605,0.0212411496189924
159,ENSG00000251600,8.93777350407962,-1.4062533462506,0.522061543451914,-3.74105905824197,0.000183246450418893,0.0249572147695376
160,ENSG00000253623,17.9480372508067,-1.39991799007078,0.526482835610659,-3.40834797334912,0.000653574920711005,0.047366699294821
161,ENSG00000254811,15.8007188886302,-1.82617863515016,0.529753136529898,-4.30818785083477,1.64597564590932e-05,0.00805202141669698
162,ENSG00000255303,31.2314025163478,-2.04948691381575,0.522753738256669,-4.45566419667498,8.36338558771003e-06,0.00669489016296188
163,ENSG00000257127,31.5618247044107,-1.67498526476267,0.529608123333544,-4.00761638641005,6.13346381508507e-05,0.0157250134175642
164,ENSG00000257159,8.72204334542995,-1.23820987176278,0.508304239787987,-4.23101569661964,2.32638435206867e-05,0.00940648751853177
165,ENSG00000258881,19.2893242171759,-1.5946638400485,0.528014884599001,-3.39123322718362,0.000695788635531435,0.0487470107248994
166,ENSG00000258891,17.9607316890644,-1.51840109068875,0.528017464835705,-3.68351597501567,0.00023003886020694,0.0294708286468496
167,ENSG00000259370,45.9773163225146,-1.68304367830395,0.529365163001178,-3.77731243176877,0.00015852981298069,0.0236599028508724
168,ENSG00000259439,54.5727808916275,-1.2413678242351,0.514793598797292,-3.80924831112389,0.000139389917185925,0.0223765364238443
169,ENSG00000259523,10.602218527789,-1.16980408497884,0.50498932101325,-4.09338936214632,4.25112967143398e-05,0.0136893183805702
170,ENSG00000259697,15.2956133089179,-1.60439522616325,0.528850378393191,-3.83383185616709,0.000126162397613302,0.0213639036958449
171,ENSG00000260163,16.1121577139434,-1.66028784748229,0.52694189711498,-4.43218601243402,9.3282487185288e-06,0.00693360243322064
